SKU,Inventory Quantity (Northwood),Inventory Quantity (Eastgate Mall),Inventory Quantity (Manukau),Inventory Quantity (Porirua),Inventory Quantity (Manners Street),Inventory Quantity (George Street),Inventory Quantity (Papanui),Inventory Quantity (Shirley),Inventory Quantity (Tower Junction),Inventory Quantity (Hornby),Inventory Quantity (Pakuranga),Inventory Quantity (New Plymouth Central),Inventory Quantity (Upper Hutt Central),Inventory Quantity (Whangaparaoa),Inventory Quantity (Westgate),Inventory Quantity (Pukekohe),Inventory Quantity (Te Awamutu),Inventory Quantity (Pine Hill),Inventory Quantity (Rolleston),Inventory Quantity (Rangiora),Inventory Quantity (Mount Roskill),Inventory Quantity (Whanganui),Inventory Quantity (Mt Wellington),Inventory Quantity (South Dunedin),Inventory Quantity (Lyall Bay),Inventory Quantity (South Island Dark Store),Inventory Quantity (Petone),Inventory Quantity (West City)
"=""66874""",0,0,0,1,-1,1,1,1,1,1,2,0,5,2,16,1,3,2,6,3,1,6,6,5,1,0,2,2
"=""66912""",2,1,4,1,2,11,0,2,3,3,3,2,0,3,1,4,1,0,1,0,2,3,4,2,2,4,2,0
"=""11786""",0,2,2,2,4,0,0,1,0,3,0,1,1,3,1,0,0,1,1,-1,1,2,0,0,0,0,5,0
"=""2579650""",0,7,2,3,1,3,1,7,5,3,3,6,5,2,3,3,3,1,2,3,3,2,5,8,2,12,8,5
"=""273694""",3,4,10,28,15,18,30,0,23,0,12,16,0,1,8,18,19,13,17,13,11,1,11,9,4,-6,2,5
"=""69194""",2,2,3,2,1,3,6,4,2,5,3,3,2,3,3,4,5,6,3,5,1,3,3,1,2,0,1,3
"=""69237""",0,0,0,1,2,0,0,1,0,1,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4
"=""70179""",3,2,6,4,1,3,4,2,4,4,0,1,5,0,2,0,4,6,1,3,2,3,3,7,0,7,2,4
"=""69297""",1,5,2,1,4,3,2,1,0,2,5,2,1,0,3,3,1,4,0,1,2,1,3,0,0,0,2,5
"=""34243""",5,4,4,4,3,7,4,3,3,1,3,7,0,5,3,0,2,2,2,4,1,1,4,9,2,0,2,2
"=""69284""",2,6,0,5,1,2,0,4,8,1,5,12,3,2,10,8,3,5,2,2,2,3,4,0,0,0,8,8
"=""69273""",13,2,3,3,3,3,4,4,2,5,5,3,4,2,8,2,2,6,1,2,2,4,3,7,2,3,4,5
"=""69174""",1,2,2,2,2,0,0,0,0,0,5,0,0,0,1,0,0,3,0,0,1,1,2,-2,0,0,0,6
"=""69201""",2,1,3,2,3,2,2,5,3,2,3,4,5,5,6,2,3,1,2,1,1,1,5,3,1,1,6,3
"=""70190""",2,0,1,0,2,1,0,3,0,0,1,0,1,0,2,1,1,3,0,0,0,0,0,0,0,0,5,3
"=""69202""",2,2,3,3,2,2,2,0,1,2,2,1,1,2,2,1,6,4,2,2,4,4,6,2,5,4,1,2
"=""69283""",2,5,4,3,5,6,2,3,4,5,3,2,0,3,3,2,2,1,1,3,4,4,6,5,0,0,4,3
"=""69147""",3,2,3,3,0,1,3,3,6,1,4,3,3,0,3,3,4,3,7,2,3,3,5,0,4,-1,4,2
"=""69299""",5,4,2,5,0,3,1,3,7,2,4,4,6,2,4,2,2,2,8,1,2,5,4,3,0,7,2,4
"=""69186""",5,2,6,2,3,5,1,6,2,3,5,4,3,7,6,1,3,2,0,2,3,2,6,5,5,3,2,2
"=""69190""",0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,5
"=""69206""",2,11,6,6,3,2,5,4,2,3,1,3,1,2,0,2,2,1,3,3,5,3,4,4,5,8,1,3
"=""69210""",2,4,3,2,3,5,3,0,2,5,3,2,1,0,0,4,1,2,0,1,3,5,2,4,4,12,2,2
"=""69278""",5,4,4,5,0,1,6,6,2,2,6,3,1,3,3,2,1,1,3,4,3,5,3,4,4,2,2,4
"=""69245""",22,2,3,3,4,8,13,0,2,2,6,6,2,-1,3,2,4,4,6,5,2,3,6,4,2,0,3,4
"=""34126""",2,6,1,4,4,4,5,3,1,1,3,1,4,1,2,4,1,3,3,8,2,2,2,4,3,0,1,3
"=""70187""",3,3,3,1,1,2,5,6,8,4,4,1,3,3,2,3,3,4,3,0,1,3,3,0,4,0,4,5
"=""70175""",4,2,2,0,2,2,6,2,1,3,5,3,2,1,4,2,-1,1,10,1,1,2,5,3,2,0,2,2
"=""69191""",5,3,6,4,3,8,6,3,6,1,7,3,2,2,3,2,4,3,3,3,4,5,3,4,2,0,3,2
"=""34241""",2,7,3,0,3,1,3,6,1,3,7,6,0,2,2,3,6,3,8,7,1,3,4,1,0,0,1,1
"=""69149""",4,3,8,7,0,0,0,3,4,2,4,0,1,0,4,4,0,4,1,4,5,2,5,0,3,3,3,1
"=""69168""",1,6,4,3,3,1,5,3,6,1,3,3,7,10,3,1,1,3,3,2,4,4,2,1,3,9,2,3
"=""69183""",4,4,3,3,3,3,2,1,2,1,6,3,2,1,3,1,1,5,4,3,3,3,5,1,6,0,3,3
"=""69282""",3,9,3,5,6,10,2,0,8,3,4,1,8,1,2,4,2,5,4,4,9,3,3,2,0,0,6,6
"=""69243""",2,5,1,2,4,3,3,3,1,5,6,3,2,3,1,4,1,2,1,5,3,6,5,2,4,0,0,4
"=""69144""",10,2,7,1,2,6,5,8,1,10,1,7,5,2,5,1,6,1,0,4,2,3,7,2,4,1,5,3
"=""69281""",3,2,4,2,3,5,2,1,1,7,4,1,2,5,3,1,2,3,3,7,3,3,5,2,2,0,3,3
"=""69289""",4,4,4,3,1,3,7,0,4,3,4,5,1,2,0,3,6,3,7,3,2,1,3,7,6,5,3,0
"=""69246""",2,3,4,5,2,3,1,2,1,3,2,2,2,3,5,2,6,3,2,9,2,5,5,7,4,2,2,2
"=""70177""",3,2,2,3,2,2,3,2,2,4,3,3,3,3,3,2,4,3,4,4,3,3,2,1,2,3,7,2
"=""69296""",5,2,3,1,2,3,4,7,1,2,4,1,5,3,3,6,4,4,2,2,4,3,1,2,0,0,2,4
"=""69236""",0,0,2,0,4,0,0,2,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,0,1,1
"=""69271""",3,5,3,6,2,1,2,7,2,1,4,5,2,3,0,0,3,0,0,0,3,5,3,2,3,0,1,4
"=""51974""",2,2,1,1,3,4,2,6,4,1,3,1,2,3,3,1,1,1,1,1,3,5,4,6,6,6,2,2
"=""11490""",0,0,0,5,0,0,2,0,1,0,4,0,5,0,0,7,0,1,0,0,0,0,0,0,0,0,2,2
"=""69160""",2,3,5,0,3,3,3,1,7,2,1,3,1,3,0,2,2,2,6,9,2,2,6,11,3,0,2,3
"=""69134""",4,2,2,1,3,2,5,6,1,4,3,2,3,6,2,3,5,4,1,5,5,3,5,1,4,4,3,3
"=""69158""",5,4,3,4,2,3,2,3,3,4,3,4,4,3,3,4,0,5,5,2,4,2,2,3,6,1,3,3
"=""69274""",0,6,2,3,2,3,1,7,2,4,6,3,4,6,3,0,5,2,3,6,1,1,4,3,6,0,3,1
"=""69146""",4,6,4,1,3,3,5,4,6,6,6,2,2,0,3,1,1,1,0,2,1,3,3,5,4,0,2,2
"=""33464""",2,4,5,3,4,3,2,3,5,2,3,4,4,6,6,3,6,6,4,9,4,2,3,4,3,0,1,2
"=""70204""",0,4,1,0,3,5,4,7,4,2,7,0,4,1,2,4,3,1,3,5,3,6,5,6,5,0,6,6
"=""69184""",7,0,4,2,2,4,6,0,3,3,5,5,6,6,5,5,3,1,3,4,1,1,2,3,2,0,3,2
"=""69151""",2,2,1,3,2,2,2,4,4,6,0,1,3,6,3,4,2,0,4,2,2,4,5,3,6,0,2,5
"=""70170""",2,2,2,5,4,3,1,3,0,6,3,8,2,4,3,5,7,3,3,3,3,4,3,9,3,7,1,2
"=""34242""",3,0,1,2,2,3,2,2,1,2,4,6,1,2,7,6,2,1,4,1,2,2,4,3,1,3,3,3
"=""24708""",4,6,3,6,1,5,2,5,3,2,3,6,5,1,1,5,2,3,7,3,2,2,1,1,1,0,0,4
"=""70202""",1,3,2,2,-1,3,4,2,1,1,5,3,3,0,9,6,2,1,2,1,6,6,9,2,2,0,1,6
"=""69295""",1,9,2,2,8,4,3,2,3,3,3,5,8,3,3,3,0,5,2,1,6,2,3,8,0,6,6,4
"=""69276""",0,5,3,0,3,1,1,2,8,3,8,2,3,1,1,1,2,3,3,1,2,1,2,0,1,2,3,3
"=""69294""",1,7,4,5,8,3,3,5,5,2,5,1,3,2,2,4,1,4,0,0,3,6,3,4,0,0,2,2
"=""69185""",1,2,3,2,4,6,1,1,5,1,3,4,3,3,2,1,1,5,3,2,8,4,2,2,3,0,3,7
"=""69298""",3,2,6,5,5,4,2,4,1,3,2,6,2,1,3,2,4,3,2,0,2,3,2,3,0,3,4,3
"=""2554283""",8,1,2,3,2,0,0,0,1,0,4,1,0,2,2,1,0,1,0,0,16,5,4,3,0,0,4,2
"=""27118""",2,1,2,2,5,0,5,3,2,8,5,3,2,3,6,2,5,3,4,1,2,3,2,3,6,5,3,5
"=""70203""",1,2,4,8,2,4,3,3,7,3,5,2,1,0,4,1,2,2,1,3,4,1,5,3,1,0,1,2
"=""69195""",0,0,1,0,-1,0,1,0,0,1,3,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,6
"=""69225""",4,4,3,2,4,4,6,2,4,3,4,3,4,3,2,4,1,6,4,1,8,3,3,7,3,0,4,5
"=""59812""",1,4,6,4,3,1,2,1,2,2,4,6,4,6,2,1,3,2,5,2,4,1,3,4,3,0,1,5
"=""69267""",2,3,2,3,3,4,3,2,2,3,7,3,5,3,4,6,0,2,0,0,2,6,3,3,6,0,2,3
"=""2554364""",3,3,1,3,2,5,2,4,2,6,4,2,2,4,1,6,12,2,10,10,7,1,5,3,1,0,2,1
"=""69205""",1,3,2,3,4,2,3,0,1,2,3,3,0,0,3,3,3,5,2,3,3,2,2,6,2,3,-1,2
"=""53374""",5,5,5,6,0,2,5,6,2,3,2,1,2,3,4,2,4,4,5,13,5,2,2,5,2,1,2,3
"=""2554461""",12,12,12,5,9,7,6,1,12,6,5,12,1,6,5,3,6,3,3,2,3,2,7,3,3,0,4,3
"=""35468""",4,4,3,3,2,7,1,4,1,1,3,0,3,1,5,3,2,1,0,2,0,6,5,2,4,7,2,4
"=""69290""",8,2,6,4,3,5,5,1,3,4,3,4,4,6,12,3,8,4,1,6,3,2,3,3,6,15,-1,3
"=""30865""",0,0,1,1,2,0,0,2,0,2,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,3,1
"=""70201""",5,1,5,2,5,5,4,5,3,7,5,4,3,0,2,3,0,4,4,4,6,1,2,3,3,0,3,4
"=""69176""",6,0,2,4,1,1,4,2,2,4,1,4,5,1,6,4,1,4,5,5,3,5,3,2,4,3,2,7
"=""70171""",2,2,1,3,2,3,4,11,4,6,8,4,2,4,6,6,2,1,3,4,7,5,3,2,5,6,1,3
"=""70189""",0,0,0,0,0,0,2,2,0,0,1,2,0,0,2,0,3,2,0,0,0,0,0,0,0,0,4,6
"=""28972""",2,2,6,5,2,2,3,0,2,4,4,4,2,1,0,3,3,0,0,3,0,2,4,1,6,0,3,5
"=""69172""",4,6,2,5,6,2,3,2,2,8,6,3,5,4,3,9,3,5,1,3,2,2,3,9,3,0,3,4
"=""69199""",2,3,3,0,5,2,3,3,-1,2,6,3,4,3,4,1,2,1,0,2,2,4,6,2,2,6,3,5
"=""69207""",1,5,2,2,1,3,2,0,4,4,5,1,0,3,2,3,4,2,0,8,1,5,2,10,2,5,0,3
"=""70199""",2,5,1,2,4,2,3,4,2,4,5,2,5,1,2,6,3,3,3,3,1,2,5,4,10,0,0,6
"=""69161""",3,3,2,2,2,6,1,2,1,5,6,0,2,5,5,3,2,3,2,4,4,1,5,0,3,-1,4,2
"=""70172""",4,3,4,1,3,4,4,6,2,3,3,3,5,3,0,6,2,3,3,4,7,5,4,4,6,3,6,2
"=""70195""",1,1,4,4,2,3,6,2,3,1,4,6,6,3,5,3,1,6,3,2,2,2,3,4,2,0,2,2
"=""70193""",6,2,4,4,4,4,3,4,2,3,7,1,3,0,1,2,5,5,1,1,1,6,6,3,2,0,3,3
"=""69280""",2,5,3,2,2,3,1,3,7,3,2,3,2,0,6,1,2,2,5,3,4,2,3,6,3,1,1,1
"=""69223""",6,4,3,3,1,2,1,6,2,2,2,3,6,4,4,3,2,5,4,3,9,2,5,5,3,0,4,5
"=""26509""",0,0,2,1,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,1,2
"=""69247""",2,11,6,6,3,3,1,6,6,6,3,5,5,3,0,2,6,4,4,3,1,2,3,9,1,6,8,3
"=""69148""",5,1,3,1,1,2,4,6,3,5,3,1,2,1,2,1,2,2,0,2,5,1,4,4,2,0,4,3
"=""69219""",0,3,2,2,3,6,6,2,2,4,4,6,2,3,1,1,1,5,0,8,2,1,3,5,5,0,3,3
"=""69270""",1,5,6,1,1,2,1,3,0,0,2,0,2,3,7,3,1,2,0,-1,5,4,5,4,6,2,1,5
"=""70197""",5,3,1,0,5,3,3,1,2,1,4,0,6,2,1,4,5,5,3,6,1,3,3,2,3,3,0,6
"=""69203""",2,2,1,1,1,3,3,3,3,2,1,1,3,3,1,2,0,3,8,5,2,1,4,4,6,0,5,1
"=""50367""",4,1,6,1,2,3,4,2,1,3,1,6,2,3,0,2,1,2,7,6,3,5,3,1,6,7,2,1
"=""69189""",2,5,4,1,2,2,2,4,4,1,2,3,6,2,3,2,2,4,2,2,1,4,5,4,2,0,4,2
"=""69242""",4,9,3,3,4,4,2,4,2,3,3,3,6,0,3,3,5,4,4,5,6,5,3,4,3,0,3,3
"=""36507""",1,1,1,2,1,3,4,2,2,4,3,1,7,2,6,1,1,4,4,3,2,1,6,9,1,0,1,2
"=""56541""",5,1,5,3,3,3,2,2,8,2,5,4,8,3,3,1,0,2,4,1,1,3,2,2,2,0,0,4
"=""2554259""",5,7,3,10,3,6,4,6,2,4,11,3,4,4,8,7,10,7,5,4,3,6,7,6,0,1,5,8
"=""25904""",0,2,2,0,-2,0,0,2,1,0,1,0,2,0,2,3,1,3,0,0,0,0,0,0,0,0,4,3
"=""34244""",5,3,2,2,2,6,5,1,3,1,4,4,2,3,9,2,-1,2,2,4,2,3,5,6,6,3,5,4
"=""69209""",0,6,1,1,0,0,0,4,1,0,2,0,0,0,0,-1,2,0,0,0,0,2,2,0,0,0,0,2
"=""25304""",2,3,2,4,0,4,1,2,3,1,3,2,7,6,6,0,1,5,1,1,0,4,1,1,3,1,1,2
"=""69159""",7,1,3,4,4,2,6,0,6,5,3,1,1,5,7,2,4,2,8,3,3,3,3,2,3,9,3,2
"=""69266""",1,9,4,1,0,2,2,7,1,4,4,2,5,1,5,7,4,6,2,5,3,2,3,2,3,0,4,6
"=""27731""",2,1,3,4,4,3,3,4,6,3,1,0,2,4,3,6,1,2,0,1,3,1,3,1,1,5,1,4
"=""69188""",5,2,4,3,2,3,1,5,5,3,2,1,4,2,4,4,6,6,1,1,1,4,5,4,1,0,5,2
"=""55248""",0,0,0,0,0,0,0,0,0,2,2,7,0,25,2,0,54,0,0,0,0,0,0,0,0,0,24,0
"=""69211""",4,14,2,4,4,1,9,0,1,3,3,3,1,2,0,1,6,3,0,1,6,0,4,3,2,7,2,3
"=""69291""",3,2,1,0,0,1,3,5,2,4,1,6,1,3,3,1,0,6,2,1,1,1,3,4,2,2,3,4
"=""69200""",1,1,2,2,3,4,3,1,4,6,3,2,2,1,6,2,3,3,0,6,3,3,3,6,3,0,2,3
"=""69150""",2,1,3,1,4,4,3,0,1,2,2,2,1,5,4,13,1,2,3,7,5,4,4,3,2,5,4,5
"=""31507""",0,1,4,2,0,1,0,0,1,0,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,5
"=""11496""",2,2,1,4,0,4,3,1,3,0,5,0,4,0,4,3,1,6,5,1,7,1,2,4,3,0,4,4
"=""2554267""",0,0,2,2,0,0,1,0,0,0,2,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1
"=""34240""",1,4,5,3,5,7,2,2,2,2,5,2,0,2,2,3,3,5,2,4,4,2,3,0,1,0,3,1
"=""69275""",4,1,4,3,3,2,5,4,4,6,3,0,3,1,3,3,0,5,1,2,2,3,5,3,1,0,6,3
"=""70192""",3,2,3,2,2,4,6,4,1,4,5,2,5,0,2,3,4,2,1,4,2,3,1,3,2,0,1,4
"=""70191""",0,5,4,7,3,1,2,3,9,2,6,2,3,0,3,3,3,2,4,1,3,2,3,6,4,0,2,6
"=""69277""",4,2,3,1,2,6,1,4,5,1,3,5,5,6,6,6,6,2,4,9,2,3,1,5,3,2,4,6
"=""69230""",2,3,5,3,2,2,5,3,4,4,4,1,2,2,4,2,0,4,2,5,7,2,1,4,3,0,3,5
"=""69244""",3,6,5,2,4,1,5,2,6,2,1,3,4,3,4,1,6,0,0,2,6,6,1,6,1,0,4,0
"=""2543249""",4,7,2,15,-2,10,10,14,11,4,6,8,1,12,17,8,10,3,9,7,2,3,7,12,9,20,0,12
"=""69287""",2,2,2,2,3,1,5,1,5,6,2,2,0,1,2,2,0,4,2,5,2,4,3,7,0,0,1,2
"=""70188""",1,1,1,3,2,5,1,0,2,8,1,2,2,2,7,4,3,3,1,2,4,2,5,2,2,0,3,5
"=""69163""",8,2,3,6,2,4,3,2,4,4,5,2,5,8,2,2,7,5,2,5,4,3,3,3,2,0,3,4
"=""69268""",4,2,4,1,4,1,3,8,2,6,5,2,2,0,1,5,4,3,8,3,2,7,3,7,2,4,3,5
"=""69224""",6,2,1,3,0,3,1,0,6,2,4,1,2,1,1,2,5,6,2,7,3,2,2,1,2,0,4,4
"=""37524""",4,2,4,1,3,3,0,1,2,1,3,6,2,7,2,2,6,2,5,1,6,2,2,3,0,5,6,2
"=""36833""",3,11,10,2,7,5,5,7,3,2,7,7,4,2,8,6,3,6,6,4,8,7,3,4,0,4,3,4
"=""69208""",4,2,3,3,2,0,4,2,0,4,4,3,1,0,2,3,5,2,2,0,2,4,3,10,4,0,2,3
"=""70185""",2,4,3,3,4,4,5,1,4,6,3,2,3,4,4,1,1,5,2,4,5,2,5,1,3,0,4,5
"=""28349""",5,4,3,3,3,5,5,8,4,1,6,4,6,2,7,2,3,3,2,3,6,4,4,1,3,0,3,5
"=""2505592""",0,2,0,0,-2,0,2,0,0,0,0,1,2,3,0,3,0,0,0,-1,1,2,0,3,0,1,0,0
"=""2221527""",6,2,1,5,1,6,5,8,9,3,7,2,3,2,10,2,1,1,2,1,2,5,7,5,2,9,0,6
"=""2542285""",3,4,2,5,2,9,3,4,2,6,6,1,4,3,6,3,1,3,6,3,2,2,5,4,6,6,0,3
"=""10138""",0,15,0,5,24,1,0,11,8,18,8,15,12,10,15,4,0,10,9,0,0,0,0,0,13,-1,16,8
"=""18548""",0,0,0,4,0,0,0,2,0,42,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"=""2478919""",0,5,0,0,1,0,0,11,2,3,1,0,0,0,0,0,0,1,2,0,2,1,3,1,1,1,0,0
"=""2323648""",5,2,1,2,1,2,1,6,9,1,1,1,0,1,3,2,5,3,4,1,3,4,1,-1,3,6,0,0
"=""2576473""",0,3,1,3,0,1,0,0,0,0,3,2,0,1,0,0,2,0,0,0,2,3,0,0,0,0,2,0
"=""2576562""",2,14,4,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"=""2576457""",3,6,2,2,5,5,3,5,2,4,2,4,4,2,3,3,1,0,5,2,4,3,4,1,3,0,3,2
"=""2323621""",3,5,3,1,4,1,3,27,0,2,5,2,0,2,3,1,2,2,3,2,2,3,2,2,2,9,2,1
"=""2559374""",19,19,16,16,19,19,17,19,17,18,18,18,40,18,15,15,15,17,16,21,18,16,23,34,16,7,16,18
"=""2560240""",4,3,2,3,1,9,4,12,2,2,2,4,4,3,2,3,2,3,6,1,2,3,5,4,3,4,2,3
"=""2473739""",5,6,2,4,12,10,3,4,5,2,2,13,4,2,2,3,1,1,1,3,2,4,3,16,4,8,3,1
"=""66888""",5,3,4,0,2,2,3,5,1,0,2,2,35,4,1,2,6,2,2,4,4,1,1,2,2,5,2,2
"=""2567431""",2,11,4,2,2,0,1,3,2,2,4,3,1,2,3,2,3,3,2,5,3,1,0,3,2,2,6,1
"=""2284960""",3,4,3,1,1,6,3,3,3,3,3,2,2,1,0,4,1,0,1,2,3,0,0,2,0,-1,0,2
"=""2451220""",0,1,3,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""2492857""",0,2,0,1,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"=""2492911""",2,1,3,2,2,3,2,3,4,2,0,2,-1,3,5,2,2,0,6,3,3,3,3,0,4,0,2,3
"=""2567458""",0,4,3,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,0,-1,0,0
"=""2284766""",2,7,2,2,4,7,3,1,2,0,3,2,1,3,4,4,2,2,1,2,1,4,5,4,1,3,2,1
"=""2284723""",2,11,3,1,3,3,0,4,2,0,2,0,1,0,4,1,1,2,0,2,2,9,0,2,3,0,2,2
"=""2654180""",5,9,3,1,2,2,2,6,2,2,2,1,2,2,4,2,3,3,0,1,1,4,2,2,2,-2,5,2
"=""2557584""",6,6,12,2,3,8,6,10,4,12,11,5,16,4,6,4,2,3,1,1,7,8,10,7,5,10,11,2
"=""2557576""",7,20,1,3,8,6,8,2,8,2,4,4,7,11,7,12,7,4,8,10,4,4,11,3,4,4,5,7
"=""13738""",0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""2398567""",4,7,7,2,11,4,5,2,23,48,8,6,8,8,12,10,11,9,11,15,3,2,7,10,6,0,6,14
"=""60547""",4,2,0,2,2,4,5,4,7,4,6,4,2,2,2,1,3,1,1,2,2,3,1,1,1,2,3,2
"=""60576""",6,6,2,5,8,5,9,6,4,4,3,3,5,6,3,2,5,3,14,2,7,4,4,3,0,1,1,2
"=""770906""",0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,5,3
"=""60569""",2,3,2,3,8,0,4,6,4,3,5,10,2,6,4,2,5,2,3,0,2,3,4,6,3,0,4,4
"=""60583""",5,6,4,7,7,6,8,10,9,6,5,0,3,8,2,3,7,4,12,6,1,2,1,3,6,18,7,5
"=""60485""",1,9,1,6,0,2,9,5,1,8,3,3,3,3,2,3,2,0,1,3,4,3,3,2,1,10,0,4
"=""60476""",3,5,8,6,7,3,1,13,4,2,5,11,6,3,10,5,6,1,6,5,1,6,5,1,6,1,7,1
"=""2528673""",0,0,0,2,1,0,0,3,0,0,1,2,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0
"=""15513""",3,6,3,2,2,0,4,11,1,1,1,0,2,2,2,2,0,4,2,0,0,1,3,8,0,0,1,0
"=""33710""",3,1,3,3,2,4,3,19,11,4,4,4,2,1,0,2,2,3,8,4,2,3,3,6,4,0,2,2
"=""2540479""",0,0,0,4,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""2540487""",0,3,5,3,3,3,0,1,4,4,3,1,1,1,4,3,3,3,2,3,2,3,3,4,4,6,4,2
"=""60490""",13,-1,0,2,-1,4,2,13,4,4,1,3,1,3,4,6,4,3,8,4,2,2,3,1,0,10,5,2
"=""2193094""",6,3,0,1,3,1,1,7,3,2,2,2,2,2,8,0,3,2,9,2,2,2,2,3,0,1,4,1
"=""60535""",1,1,0,3,10,1,0,1,5,3,5,2,10,4,2,2,3,1,2,5,3,3,3,1,0,-1,2,2
"=""60486""",3,2,5,3,3,0,4,12,0,1,3,2,4,2,5,2,0,2,1,7,2,3,4,4,0,-1,3,1
"=""60562""",9,0,6,7,13,4,0,5,5,0,27,0,0,0,0,4,4,2,0,5,9,6,0,12,5,-2,6,9
"=""60519""",6,6,2,3,8,2,4,4,4,4,3,3,2,5,2,4,6,6,1,6,1,3,4,1,2,0,4,1
"=""61362""",0,6,2,3,3,1,2,4,0,0,3,3,2,2,2,2,1,5,3,2,8,2,5,1,2,2,0,2
"=""60537""",0,4,2,4,10,2,3,14,4,5,1,2,3,3,2,6,5,2,3,0,3,6,4,3,1,-2,3,3
"=""60536""",3,4,2,9,7,0,1,13,3,1,3,1,8,1,2,2,3,2,1,2,2,5,4,1,3,0,0,4
"=""60538""",1,3,3,1,2,3,7,10,2,3,6,1,2,3,6,4,4,0,1,3,3,3,2,10,6,0,1,2
"=""43786""",0,4,3,3,1,0,0,2,0,1,4,2,4,0,0,6,1,2,0,2,3,2,2,1,0,0,0,0
"=""38438""",1,1,1,2,-1,1,1,3,4,1,2,1,2,1,1,2,3,1,0,1,0,4,5,1,2,1,4,3
"=""2528738""",0,1,2,0,0,0,2,2,0,1,1,3,1,1,3,0,1,0,5,0,0,5,1,0,2,0,0,0
"=""60883""",2,3,2,2,2,4,2,4,3,0,2,0,1,2,2,0,0,2,5,0,2,1,3,3,1,0,0,2
"=""2298228""",5,5,4,1,4,2,2,8,1,1,4,1,0,3,1,4,1,2,2,3,1,1,6,9,4,4,0,3
"=""60893""",2,2,1,2,3,0,1,8,8,2,2,6,3,2,0,3,0,0,2,1,3,2,4,8,0,1,0,1
"=""770922""",4,10,3,4,1,2,5,29,3,9,5,2,1,1,4,3,3,1,7,2,2,4,11,2,4,8,2,2
"=""2055074""",1,1,1,1,12,5,4,9,3,7,4,7,0,1,9,4,1,3,7,6,1,2,4,3,0,0,5,2
"=""24319""",3,4,2,5,4,4,7,1,5,2,3,4,1,4,7,4,7,3,4,3,8,4,7,4,1,0,2,3
"=""60890""",3,2,4,1,2,3,0,5,2,0,3,1,1,6,3,1,1,1,0,2,1,3,6,2,2,0,4,5
"=""206067""",4,12,1,2,5,0,0,7,2,0,1,4,6,1,0,2,6,2,3,3,3,1,5,12,1,7,0,1
"=""2057182""",8,4,4,3,2,0,7,13,3,0,4,-3,1,4,3,4,3,0,3,4,1,5,0,0,0,0,0,3
"=""2057190""",4,0,2,2,4,0,1,13,6,6,2,2,3,1,2,4,2,4,6,4,2,3,2,6,0,8,3,2
"=""2193019""",4,2,5,4,5,2,3,5,0,1,2,4,1,1,1,2,3,3,2,3,3,3,3,5,0,4,1,1
"=""2472619""",0,4,2,3,2,0,3,9,1,3,1,3,0,3,3,2,2,3,4,0,3,6,2,3,0,4,0,1
"=""60542""",11,1,2,2,4,3,3,7,9,2,6,4,2,0,2,2,1,1,1,2,2,3,1,0,1,0,0,2
"=""60539""",6,9,3,4,4,7,3,11,3,2,3,4,6,5,4,5,3,3,1,2,3,3,3,3,1,0,3,1
"=""60545""",0,3,3,2,1,3,3,5,1,2,3,3,2,1,2,1,3,6,0,5,1,3,3,3,2,0,0,2
"=""60888""",0,0,2,1,0,0,4,0,7,1,4,2,0,3,1,3,1,1,8,0,2,0,3,14,0,0,4,3
"=""2193108""",2,8,2,-1,2,2,3,14,1,1,1,4,7,2,0,2,2,1,1,3,2,3,3,4,2,2,1,0
"=""61350""",2,2,3,1,1,1,1,7,2,7,1,3,3,2,6,1,1,1,2,1,6,3,4,4,2,2,2,2
"=""60498""",3,2,0,2,4,1,0,13,3,1,2,2,2,3,6,2,6,0,5,6,1,2,3,2,3,10,5,2
"=""2329905""",12,8,4,2,2,4,3,11,7,1,2,3,3,3,2,5,3,2,7,2,6,5,9,7,2,9,3,1
"=""60540""",2,3,3,2,4,1,1,6,4,1,3,3,1,2,1,3,3,1,0,0,2,1,2,4,2,-5,2,1
